fecha,entidad_id,mora_120d,mora_30d,mora_60d,mora_90d,morosidad_contable
2017-01-31,GNB,1.471951,3.355251,2.353055,1.885770,2.190000
2017-01-31,INTERBANK,2.133737,3.925150,3.095843,2.535451,2.760000
2017-01-31,MIBANCO,2.346137,4.599218,3.762019,2.851759,4.400000
2017-01-31,PICHINCHA,3.077715,4.149403,3.747688,3.454722,4.350000
2017-01-31,RIPLEY,1.405655,5.324448,3.626507,2.483125,2.820000
2017-01-31,SANTANDER,0.671379,0.922464,0.735256,0.671379,0.810000
2017-01-31,SCOTIABANK,2.336545,3.249055,2.885225,2.654014,3.210000
2017-02-28,ALFIN,5.696738,16.161699,10.729190,7.851035,9.150000
2017-02-28,BANCOM,2.903289,3.606209,3.088104,3.032642,3.670000
2017-02-28,BBVA,2.235098,3.798966,3.055521,2.455002,2.830000
2017-02-28,BCP,1.989155,3.028023,2.551176,2.235752,2.790000
2017-02-28,BIF,2.017712,3.398999,2.674432,2.306486,2.630000
2017-02-28,CENCOSUD,2.476397,9.380647,6.584284,4.486932,5.360000
2017-02-28,FALABELLA,4.961001,8.593923,6.775812,5.745850,6.110000
2017-02-28,GNB,1.587597,3.454715,2.504458,1.965539,2.260000
2017-02-28,INTERBANK,2.073758,4.016711,3.059373,2.555955,2.740000
2017-02-28,MIBANCO,2.366291,4.768991,3.719423,2.891404,4.560000
2017-02-28,PICHINCHA,3.169603,4.311485,3.839225,3.477501,4.510000
2017-02-28,RIPLEY,1.442793,6.017038,3.816062,2.478370,2.880000
2017-02-28,SANTANDER,0.682488,0.930466,0.744852,0.701513,1.060000
2017-02-28,SCOTIABANK,2.355511,3.264892,2.921640,2.685094,3.190000
2017-03-31,ALFIN,5.531641,17.112263,11.104951,7.734724,9.170000
2017-03-31,BANCOM,2.771865,3.614038,3.458212,2.966267,3.620000
2017-03-31,BBVA,2.216314,3.895482,2.932073,2.445473,2.730000
2017-03-31,BCP,2.094048,3.269117,2.673899,2.350503,2.940000
2017-03-31,BIF,2.109130,3.525802,2.819094,2.432436,2.660000
2017-03-31,CENCOSUD,2.280335,9.832397,6.737405,4.281794,5.330000
2017-03-31,FALABELLA,4.961207,9.401665,6.987665,5.845856,6.320000
2017-03-31,GNB,1.633380,3.305087,2.409660,1.954023,2.240000
2017-03-31,INTERBANK,2.097625,4.063511,3.071690,2.568644,2.750000
2017-03-31,MIBANCO,2.365786,4.902394,3.792436,2.914486,4.650000
2017-03-31,PICHINCHA,3.303353,4.707998,3.943447,3.688867,4.720000
2017-03-31,RIPLEY,1.483265,6.169217,4.146534,2.632863,3.090000
2017-03-31,SANTANDER,0.624564,0.778909,0.662856,0.624564,0.700000
2017-03-31,SCOTIABANK,2.292070,3.137793,2.831127,2.599692,3.070000
2017-04-30,ALFIN,5.184966,18.095250,11.664256,7.825047,9.380000
2017-04-30,BANCOM,2.888182,3.730742,3.681524,3.541623,3.790000
2017-04-30,BBVA,2.356110,3.998940,3.110992,2.601370,2.970000
2017-04-30,BCP,2.080769,3.150303,2.666881,2.343911,2.890000
2017-04-30,BIF,2.098828,3.374508,2.840783,2.451629,2.590000
2017-04-30,CENCOSUD,2.317902,10.519936,7.460495,4.693602,5.830000
2017-04-30,FALABELLA,4.924846,9.649136,7.562794,5.893321,
2017-04-30,GNB,1.709785,3.313191,2.406182,2.004188,2.370000
2017-04-30,INTERBANK,2.057237,3.958981,3.066320,2.549242,2.750000
2017-04-30,MIBANCO,2.363016,4.976511,3.859443,2.910308,4.700000
2017-04-30,PICHINCHA,3.424366,4.924495,4.443959,3.867630,4.710000
2017-04-30,RIPLEY,1.590224,6.035991,4.188897,2.920603,3.330000
2017-04-30,SANTANDER,0.601107,1.017681,0.638286,0.601107,0.640000
2017-04-30,SCOTIABANK,2.352539,3.200288,2.859953,2.667145,3.150000
2017-05-31,ALFIN,5.366042,18.096792,12.199834,8.137973,9.630000
2017-05-31,BANCOM,3.302620,3.666916,3.612466,3.589622,3.720000
2017-05-31,BBVA,2.489401,4.014582,3.393220,2.750443,3.090000
2017-05-31,BCP,2.173497,3.213641,2.737008,2.458786,2.910000
2017-05-31,BIF,2.192127,3.434777,2.819866,2.550851,2.700000
2017-05-31,CENCOSUD,2.526704,10.158522,7.520197,5.541796,6.410000
2017-05-31,CITIBANK,,0.696339,,,1.820000
2017-05-31,FALABELLA,5.074825,9.630632,7.665471,6.316835,6.730000
2017-05-31,GNB,1.673004,3.278991,2.418680,1.992426,2.430000
2017-05-31,INTERBANK,2.130489,4.075837,3.124426,2.645364,2.860000
2017-05-31,MIBANCO,2.368744,4.940891,3.864532,2.999742,4.680000
2017-05-31,PICHINCHA,3.409093,4.691298,4.332072,4.061473,4.560000
2017-05-31,RIPLEY,1.729043,5.540374,3.868276,2.793922,3.130000
2017-05-31,SANTANDER,0.602756,0.871027,0.703940,0.626101,0.650000
2017-05-31,SCOTIABANK,2.499276,3.320970,3.051739,2.792127,3.270000
2017-06-30,ALFIN,5.371785,18.039926,12.009801,8.101745,9.580000
2017-06-30,BANCOM,2.842373,3.119143,3.031616,2.994540,3.120000
2017-06-30,BBVA,2.462098,4.113137,3.198276,2.672931,2.920000
2017-06-30,BCP,2.213289,3.183868,2.740644,2.430636,2.900000
2017-06-30,BIF,2.294741,3.754354,2.994604,2.668881,2.850000
2017-06-30,CENCOSUD,3.039798,9.595982,7.106568,4.863065,5.770000
2017-06-30,CITIBANK,,1.149007,,,1.150000
2017-06-30,FALABELLA,5.450268,10.040957,7.938399,6.591982,7.020000
2017-06-30,GNB,1.708466,3.287355,2.397913,2.009146,2.350000
2017-06-30,INTERBANK,2.141923,4.083116,3.150535,2.591751,2.810000
2017-06-30,MIBANCO,2.410105,4.868884,3.877705,2.906528,4.610000
2017-06-30,PICHINCHA,3.675826,4.656719,4.265691,4.016771,4.510000
2017-06-30,RIPLEY,1.530962,5.244427,3.587707,2.464755,2.800000
2017-06-30,SANTANDER,0.624759,0.691242,0.639591,0.624759,0.640000
2017-06-30,SCOTIABANK,2.461986,3.410202,3.027276,2.797036,3.220000
2017-07-31,ALFIN,5.494837,17.756506,11.854396,7.902443,9.370000
2017-07-31,BANCOM,2.892507,3.226314,3.184724,3.138889,3.230000
2017-07-31,BBVA,2.562356,4.320305,3.448554,2.762074,3.060000
2017-07-31,BCP,2.155781,3.137287,2.692830,2.413470,2.900000
2017-07-31,BIF,2.337146,3.642489,3.062679,2.708464,2.860000
2017-07-31,CENCOSUD,2.944439,9.009174,6.641521,4.987386,5.700000
2017-07-31,CITIBANK,,1.180481,1.180481,,1.180000
2017-07-31,FALABELLA,5.713350,10.163609,8.220386,6.855769,7.300000
2017-07-31,GNB,1.651166,3.311719,2.275356,1.907510,2.260000
2017-07-31,INTERBANK,2.097684,4.155005,3.151420,2.618562,2.820000
2017-07-31,MIBANCO,2.316777,4.889736,3.841150,2.878831,4.650000
2017-07-31,PICHINCHA,3.478794,4.377603,4.115374,3.807116,4.360000
2017-07-31,RIPLEY,1.496273,5.119532,3.487629,2.428209,2.750000
2017-07-31,SANTANDER,0.620947,0.820790,0.628617,0.628614,0.690000
2017-07-31,SCOTIABANK,2.471357,3.378646,2.989827,2.760971,3.210000
2017-08-31,ALFIN,5.292606,17.803218,11.889339,7.757261,9.290000
2017-08-31,BANCOM,3.089318,3.414122,3.299803,3.258890,3.400000
2017-08-31,BBVA,2.621768,4.292367,3.521687,2.810623,3.070000
2017-08-31,BCP,2.216364,3.253633,2.741644,2.444594,2.930000
2017-08-31,BIF,2.386378,3.640099,3.047391,2.739720,2.850000
2017-08-31,CENCOSUD,2.513919,7.981686,6.386643,4.385008,5.020000
2017-08-31,FALABELLA,5.940060,10.381633,8.413652,7.090049,7.530000
2017-08-31,GNB,1.661103,3.301967,2.354067,1.914041,2.280000
2017-08-31,INTERBANK,2.289662,4.265896,3.258384,2.674682,2.880000
2017-08-31,MIBANCO,2.485201,4.961966,3.892719,2.978131,4.720000
2017-08-31,PICHINCHA,3.379756,4.373467,3.957958,3.756109,4.250000
2017-08-31,RIPLEY,1.539307,5.121288,3.666411,2.475846,2.810000
2017-08-31,SANTANDER,0.600011,0.844008,0.600017,0.600017,0.650000
2017-08-31,SCOTIABANK,2.466161,3.316684,2.962472,2.728655,3.150000
2017-09-30,ALFIN,5.040489,18.155864,11.954307,7.723993,9.350000
2017-09-30,BANCOM,2.952996,3.258048,3.206220,3.123492,3.240000
2017-09-30,BBVA,2.366989,3.817064,3.048830,2.582991,2.830000
2017-09-30,BCP,2.248631,3.296238,2.815391,2.458906,2.990000
2017-09-30,BIF,2.495337,3.762886,3.082515,2.846430,2.980000
2017-09-30,CENCOSUD,2.166934,7.461407,5.362110,3.980140,4.570000
2017-09-30,FALABELLA,6.122907,10.768703,8.625818,7.263862,7.710000
2017-09-30,GNB,1.714756,3.422616,2.440805,1.990491,2.290000
2017-09-30,INTERBANK,2.150437,4.139833,3.254067,2.665311,2.840000
2017-09-30,MIBANCO,2.362825,4.958817,3.907474,2.879705,4.710000
2017-09-30,PICHINCHA,3.376912,4.221756,3.921712,3.649578,4.210000
2017-09-30,RIPLEY,1.617121,5.531241,3.717058,2.658677,3.000000
2017-09-30,SANTANDER,0.647014,1.192705,0.647014,0.647014,0.980000
2017-09-30,SCOTIABANK,2.427028,3.305144,2.941222,2.714884,3.110000
2017-10-31,ALFIN,4.906427,19.074546,12.397597,7.812686,9.570000
2017-10-31,BANCOM,3.025946,3.387000,3.298636,3.220092,3.380000
2017-10-31,BBVA,2.376228,3.866851,3.198707,2.602505,2.880000
2017-10-31,BCP,2.207224,3.372450,2.780309,2.477154,3.000000
2017-10-31,BIF,2.695080,3.803375,3.184598,2.949328,3.090000
2017-10-31,CENCOSUD,2.100723,7.344943,5.038369,3.558148,4.190000
2017-10-31,FALABELLA,6.270044,10.967957,8.841831,7.392915,7.860000
2017-10-31,GNB,1.743265,3.731619,2.473299,2.016384,2.580000
2017-10-31,INTERBANK,2.330668,4.317992,3.381262,2.806085,2.980000
2017-10-31,MIBANCO,2.317855,4.964431,3.912977,2.989718,4.740000
2017-10-31,PICHINCHA,3.324457,4.326147,3.925850,3.701027,4.230000
2017-10-31,RIPLEY,1.616646,5.527287,3.850060,2.571784,2.950000
2017-10-31,SANTANDER,0.652570,1.279296,0.826981,0.652570,0.890000
2017-10-31,SCOTIABANK,2.441942,3.380017,2.998200,2.764134,3.210000
2017-11-30,ALFIN,4.843823,18.504471,12.600038,7.897012,9.590000
2017-11-30,BANCOM,3.064493,3.419612,3.331672,3.302279,3.450000
2017-11-30,BBVA,2.428849,3.992066,3.141596,2.608665,2.870000
2017-11-30,BCP,2.231564,3.302620,2.853072,2.467696,2.960000
2017-11-30,BIF,2.785384,4.028060,3.383613,2.998215,3.140000
2017-11-30,CENCOSUD,1.701257,7.353465,4.917671,3.000552,3.770000
2017-11-30,FALABELLA,6.074125,10.723510,8.632863,7.254546,7.880000
2017-11-30,GNB,1.741425,3.578705,2.571071,2.011524,2.560000
2017-11-30,INTERBANK,2.325229,4.322384,3.406539,2.832442,3.040000
2017-11-30,MIBANCO,2.367366,4.905585,3.898162,2.895169,4.650000
2017-11-30,PICHINCHA,3.315695,4.249682,3.893470,3.605611,4.190000
2017-11-30,RIPLEY,1.644130,5.548183,3.966901,2.739839,3.090000
2017-11-30,SANTANDER,0.630839,1.166789,0.800153,0.731104,1.030000
2017-11-30,SCOTIABANK,2.445723,3.356301,2.973080,2.727282,3.160000
2017-12-31,ALFIN,4.975994,17.723092,12.295451,7.898528,9.460000
2017-12-31,BANCOM,2.768913,3.080130,3.050756,2.974744,3.070000
2017-12-31,BBVA,2.233773,3.603239,2.913122,2.449571,2.680000
2017-12-31,BCP,2.196875,3.164720,2.716291,2.440166,2.970000
2017-12-31,BIF,2.432920,4.002614,3.348949,3.015566,3.140000
2017-12-31,CENCOSUD,1.672935,7.291356,4.976158,3.363560,4.050000
2017-12-31,FALABELLA,6.264654,10.477454,8.776883,7.404536,7.810000
2017-12-31,GNB,1.772996,3.402682,2.627281,2.137013,2.490000
2017-12-31,INTERBANK,2.236283,4.002367,3.237738,2.692044,2.850000
2017-12-31,MIBANCO,2.410708,4.958543,3.935680,2.910475,4.740000
2017-12-31,PICHINCHA,2.896269,3.730420,3.435267,3.230654,3.720000
2017-12-31,RIPLEY,1.703138,5.312858,3.821640,2.736681,3.040000
2017-12-31,SANTANDER,0.690582,0.903722,0.790617,0.757502,0.800000
2017-12-31,SCOTIABANK,2.456477,3.367429,3.005962,2.759317,3.150000
2018-01-31,ALFIN,5.047591,18.184980,12.342360,8.077339,9.650000
2018-01-31,BANCOM,3.000290,3.450446,3.225082,3.173333,3.430000
2018-01-31,BBVA,2.471227,3.829806,3.308094,2.662421,2.870000
2018-01-31,BCP,2.270585,3.241951,2.785615,2.493442,2.960000
2018-01-31,BIF,2.772098,3.900639,3.325332,3.065404,3.200000
2018-01-31,CENCOSUD,1.882790,7.694831,5.767564,3.624313,4.340000
2018-01-31,CITIBANK,,1.126509,,,
2018-01-31,FALABELLA,6.575252,10.432840,8.865725,7.702434,8.080000
2018-01-31,GNB,1.921598,3.864185,2.642192,2.238176,2.930000
2018-01-31,INTERBANK,2.322139,3.967962,3.204997,2.686368,2.900000
2018-01-31,MIBANCO,2.490261,4.965251,4.035558,2.951863,4.740000
2018-01-31,PICHINCHA,2.957691,3.829381,3.462888,3.234707,3.790000
2018-01-31,RIPLEY,1.823846,5.352066,3.950571,2.875655,3.160000
2018-01-31,SANTANDER,0.803844,1.339056,0.834431,0.804349,1.060000
2018-01-31,SCOTIABANK,2.517127,3.389844,3.061320,2.802429,3.250000
2018-02-28,ALFIN,4.994473,17.998092,12.151154,7.890871,9.470000
2018-02-28,BANCOM,3.136805,3.591487,3.387578,3.335709,3.570000
2018-02-28,BBVA,2.592939,3.934643,3.309021,2.744652,2.980000
2018-02-28,BCP,2.279295,3.258330,2.795916,2.517522,3.190000
2018-02-28,BIF,2.741478,3.986915,3.359261,3.060541,3.230000
2018-02-28,CENCOSUD,1.622906,8.592045,5.617878,3.477574,4.390000
2018-02-28,CITIBANK,,1.319269,1.319269,,
2018-02-28,FALABELLA,6.773609,10.630211,8.699405,7.636077,8.040000
2018-02-28,GNB,1.946615,4.100179,2.854085,2.278367,2.860000
2018-02-28,INTERBANK,2.237627,4.057606,3.141392,2.631077,2.940000
2018-02-28,MIBANCO,2.424060,5.057493,4.052772,3.001291,4.830000
2018-02-28,PICHINCHA,2.949726,3.836164,3.456183,3.237099,3.910000
2018-02-28,RIPLEY,1.847972,5.843466,3.951300,2.848728,3.170000
2018-02-28,SANTANDER,0.774708,2.143313,1.089397,0.804356,1.170000
2018-02-28,SCOTIABANK,2.525240,3.322469,3.018482,2.807487,3.260000
2018-03-31,ALFIN,5.130657,18.532810,12.419428,8.059696,9.700000
2018-03-31,BANCOM,2.988069,3.435818,3.347955,3.216697,3.440000
2018-03-31,BBVA,2.446132,3.731667,3.110180,2.590667,2.830000
2018-03-31,BCP,2.093552,3.151707,2.631432,2.322422,2.860000
2018-03-31,BIF,2.625592,3.827196,3.305471,2.973287,3.160000
2018-03-31,CENCOSUD,1.787745,9.635127,6.364213,3.720731,4.860000
2018-03-31,FALABELLA,6.422189,10.877641,8.471837,7.273417,7.660000
2018-03-31,GNB,2.017371,4.159261,3.115072,2.424812,2.920000
2018-03-31,INTERBANK,2.161592,3.835874,3.074242,2.567859,2.740000
2018-03-31,MIBANCO,2.475347,5.360239,4.188147,3.107678,5.100000
2018-03-31,PICHINCHA,2.826023,3.706655,3.388921,3.111554,3.760000
2018-03-31,RIPLEY,1.868765,6.133498,4.312844,2.877333,3.240000
2018-03-31,SANTANDER,0.623412,1.152842,1.002190,0.929922,1.020000
2018-03-31,SCOTIABANK,2.544308,3.343942,3.033589,2.827375,3.260000
2018-04-30,ALFIN,5.051281,18.657769,12.535602,7.870743,9.600000
2018-04-30,BANCOM,3.043388,3.476403,3.451776,3.371266,3.500000
2018-04-30,BBVA,2.539099,3.991927,3.430798,2.717319,3.070000
2018-04-30,BCP,2.095755,3.103987,2.655244,2.342432,2.860000
2018-04-30,BIF,2.679456,3.866340,3.324535,3.021891,3.170000
2018-04-30,CENCOSUD,1.921623,10.510522,7.239974,4.375483,5.610000
2018-04-30,FALABELLA,5.944361,10.745304,8.599700,6.943686,7.510000
2018-04-30,GNB,2.078287,4.180736,3.080743,2.527446,2.890000
2018-04-30,INTERBANK,2.079298,3.903437,3.006154,2.490509,2.720000
2018-04-30,MIBANCO,2.518745,5.462567,4.321040,3.151058,5.220000
2018-04-30,PICHINCHA,2.823027,3.997294,3.596610,3.237524,3.760000
2018-04-30,RIPLEY,1.899291,6.343650,4.575305,3.194475,3.430000
2018-04-30,SANTANDER,0.931515,1.117349,1.060742,0.938254,0.990000
2018-04-30,SCOTIABANK,2.546254,3.329076,3.001734,2.818158,3.190000
2018-05-31,ALFIN,4.849636,18.732561,12.762319,7.883120,9.680000
2018-05-31,BANCOM,3.278881,3.640764,3.556579,3.530779,3.650000
2018-05-31,BBVA,2.575776,4.195002,3.303100,2.800001,3.150000
2018-05-31,BCP,2.133188,3.151084,2.663792,2.383782,2.890000
2018-05-31,BIF,2.603419,3.684374,3.131270,2.922903,3.060000
2018-05-31,CENCOSUD,2.317239,10.788440,7.630106,5.400268,6.400000
2018-05-31,FALABELLA,5.939476,10.442226,8.487836,7.115636,7.580000
2018-05-31,GNB,2.135723,4.053007,3.023938,2.535024,2.780000
2018-05-31,INTERBANK,2.055726,3.831216,2.989962,2.489939,2.720000
2018-05-31,MIBANCO,2.547879,5.550929,4.404128,3.291647,5.320000
2018-05-31,PICHINCHA,2.908027,3.803968,3.497155,3.249489,3.720000
2018-05-31,RIPLEY,2.173133,6.281964,4.708338,3.420683,3.710000
2018-05-31,SANTANDER,0.838052,1.020855,0.924097,0.900046,0.950000
2018-05-31,SCOTIABANK,2.589589,3.355853,3.039494,2.847720,3.220000
2018-06-30,ALFIN,4.694055,18.561559,12.661945,7.834170,9.670000
2018-06-30,BANCOM,2.946238,3.211053,3.175322,3.148715,3.210000
2018-06-30,BBVA,2.414365,3.844378,3.208169,2.622395,2.950000
2018-06-30,BCP,2.188488,3.197348,2.713234,2.401086,2.900000
2018-06-30,BIF,2.580378,3.742988,3.138580,2.839866,3.010000
2018-06-30,CENCOSUD,3.053563,10.914568,7.882864,5.095701,6.210000
2018-06-30,FALABELLA,6.181440,10.509209,8.606493,7.303831,7.750000
2018-06-30,GNB,1.793315,3.810278,2.664910,2.154309,2.940000
2018-06-30,INTERBANK,2.051633,3.816901,3.031569,2.524994,2.720000
2018-06-30,MIBANCO,2.679826,5.725601,4.558757,3.333037,5.480000
2018-06-30,PICHINCHA,2.779769,3.634372,3.295102,3.086199,3.580000
2018-06-30,RIPLEY,2.151548,6.059857,4.521100,3.354329,3.540000
2018-06-30,SANTANDER,0.798377,0.965346,0.855580,0.821656,0.860000
2018-06-30,SCOTIABANK,2.567193,3.342012,3.025779,2.835259,3.260000
2018-07-31,ALFIN,4.809799,17.920092,12.595973,7.694809,9.480000
2018-07-31,BANCOM,3.065709,3.502111,3.314339,3.258604,3.480000
2018-07-31,BBVA,2.568200,4.021456,3.445923,2.849524,3.190000
2018-07-31,BCP,2.175531,3.185557,2.701579,2.407062,2.940000
2018-07-31,BIF,2.621372,3.987884,3.257623,2.950668,3.120000
2018-07-31,CENCOSUD,2.927853,10.688355,7.679750,5.469937,6.430000
2018-07-31,FALABELLA,6.424727,10.378917,8.659077,7.462712,7.870000
2018-07-31,GNB,1.881303,3.904157,2.839579,2.316465,3.000000
2018-07-31,INTERBANK,2.072866,3.806680,3.004329,2.489528,2.700000
2018-07-31,MIBANCO,2.558422,5.681042,4.503195,3.274407,5.430000
2018-07-31,PICHINCHA,2.869691,3.802734,3.350058,3.151467,3.830000
2018-07-31,RIPLEY,2.186329,5.700719,4.308011,3.239867,3.530000
2018-07-31,SANTANDER,0.820676,0.952760,0.939728,0.847691,0.880000
2018-07-31,SCOTIABANK,2.589003,3.422392,3.065717,2.869952,3.320000
2018-08-31,ALFIN,5.090951,17.591928,12.509209,7.922493,9.660000
2018-08-31,BANCOM,3.206998,3.606129,3.526806,3.361313,3.600000
2018-08-31,BBVA,2.738601,4.350701,3.414435,2.947685,3.350000
2018-08-31,BCP,2.180212,3.195546,2.709259,2.401525,2.930000
2018-08-31,BIF,2.604873,4.086922,3.162996,2.932261,3.080000
2018-08-31,CENCOSUD,3.020342,10.070399,7.932742,5.263094,6.190000
2018-08-31,FALABELLA,6.404864,10.315892,8.499226,7.368425,7.780000
2018-08-31,GNB,1.976708,4.823666,2.931833,2.358303,3.230000
2018-08-31,INTERBANK,2.105746,3.806162,3.010390,2.516437,2.690000
2018-08-31,MIBANCO,2.658958,5.683656,4.508868,3.341523,5.460000
2018-08-31,PICHINCHA,2.860970,3.832929,3.339320,3.096557,3.750000
2018-08-31,RIPLEY,2.050254,5.238398,4.039026,3.034285,3.310000
2018-08-31,SANTANDER,0.825228,0.940004,0.921632,0.920159,0.940000
2018-08-31,SCOTIABANK,2.694247,3.511124,3.191205,2.959535,3.440000
2018-09-30,ALFIN,5.177523,17.252618,12.152176,7.833751,9.530000
2018-09-30,BANCOM,2.851460,3.218078,3.183104,3.157706,3.240000
2018-09-30,BBVA,2.566182,3.963603,3.258740,2.738765,3.050000
2018-09-30,BCP,2.193453,3.162738,2.723230,2.447736,2.910000
2018-09-30,BIF,2.644424,3.947802,3.281095,2.948535,3.070000
2018-09-30,CENCOSUD,2.677561,9.932301,7.017618,5.129314,6.000000
2018-09-30,FALABELLA,2.175167,6.482628,4.443451,3.159717,3.610000
2018-09-30,GNB,2.030585,4.899035,3.503506,2.391996,3.240000
2018-09-30,INTERBANK,2.055060,3.692429,2.942052,2.432877,2.620000
2018-09-30,MIBANCO,2.612941,5.745182,4.551026,3.309639,5.500000
2018-09-30,PICHINCHA,2.698796,3.575471,3.261470,2.998897,3.490000
2018-09-30,RIPLEY,2.016739,5.223689,3.865325,2.943669,3.210000
2018-09-30,SANTANDER,0.649917,0.715025,0.690493,0.661170,0.710000
2018-09-30,SCOTIABANK,2.611481,3.419631,3.114431,2.921717,3.340000
2018-10-31,ALFIN,5.478790,17.479828,12.350027,8.020848,9.740000
2018-10-31,BANCOM,2.979704,3.213634,3.158965,3.150666,3.210000
2018-10-31,BBVA,2.680882,4.030772,3.450431,2.904256,3.160000
2018-10-31,BCP,2.152261,3.102014,2.653976,2.377095,2.880000
2018-10-31,BIF,2.751824,4.043089,3.482657,3.043265,3.170000
2018-10-31,CENCOSUD,2.851052,10.002273,6.873412,4.770087,5.700000
2018-10-31,FALABELLA,1.619279,6.054613,4.011694,2.664133,3.150000
2018-10-31,GNB,2.351017,4.662858,3.563067,2.839894,3.400000
2018-10-31,INTERBANK,2.152207,3.782147,3.005071,2.498500,2.670000
2018-10-31,MIBANCO,2.705651,5.692683,4.549725,3.387404,5.440000
2018-10-31,PICHINCHA,2.611945,3.697321,3.158699,2.934467,3.610000
2018-10-31,RIPLEY,1.969084,5.258809,3.830971,2.847732,3.130000
2018-10-31,SANTANDER,0.582194,0.640816,0.625122,0.592070,0.610000
2018-10-31,SCOTIABANK,2.718291,3.498410,3.217789,2.998218,3.430000
2018-11-30,ALFIN,5.209953,16.968739,12.146907,7.710867,9.410000
2018-11-30,BANCOM,3.083065,3.386804,3.358568,3.334397,3.400000
2018-11-30,BBVA,2.800219,4.272891,3.453485,2.958869,3.230000
2018-11-30,BCP,2.125806,3.084593,2.629343,2.341836,2.810000
2018-11-30,BIF,2.728485,4.093176,3.480936,3.037415,3.150000
2018-11-30,CENCOSUD,2.296708,9.778388,6.822168,4.198504,5.250000
2018-11-30,FALABELLA,1.532158,5.996482,3.923769,2.634604,3.120000
2018-11-30,GNB,1.908581,4.017095,2.809043,2.276170,2.740000
2018-11-30,INTERBANK,2.097278,3.784219,2.998930,2.492329,2.650000
2018-11-30,MIBANCO,2.642542,5.522509,4.479083,3.309862,5.290000
2018-11-30,PICHINCHA,2.660378,3.638454,3.283998,2.963860,3.650000
2018-11-30,RIPLEY,1.797560,5.185189,3.775924,2.664168,2.970000
2018-11-30,SANTANDER,0.574435,0.582017,0.581729,0.581290,0.580000
2018-11-30,SCOTIABANK,2.763759,3.567884,3.275213,3.073038,3.480000
2018-12-31,ALFIN,5.212261,16.750816,11.981403,7.737310,9.360000
2018-12-31,BANCOM,2.379775,2.680227,2.598659,2.575723,2.680000
2018-12-31,BBVA,2.514215,3.972294,3.330963,2.692024,2.940000
2018-12-31,BCP,1.968264,2.895177,2.456307,2.208758,2.660000
2018-12-31,BIF,2.528130,3.832343,3.215752,2.800375,2.920000
2018-12-31,CENCOSUD,2.507575,9.513000,6.930194,4.797228,5.680000
2018-12-31,FALABELLA,1.467586,5.454208,3.781905,2.548332,2.970000
2018-12-31,GNB,1.824363,3.775459,2.811951,2.186568,2.630000
2018-12-31,INTERBANK,2.068275,3.671725,2.978420,2.494266,2.640000
2018-12-31,MIBANCO,2.647614,5.489340,4.441962,3.384418,5.270000
2018-12-31,PICHINCHA,2.610053,3.568187,3.222129,2.983367,3.450000
2018-12-31,RIPLEY,1.699654,4.866963,3.662249,2.668641,2.930000
2018-12-31,SANTANDER,0.589941,0.637636,0.592458,0.589941,0.620000
2018-12-31,SCOTIABANK,2.751055,3.597193,3.279923,3.079191,3.530000
2019-01-31,ALFIN,5.021748,16.793457,11.939138,7.652590,9.300000
2019-01-31,BANCOM,2.460548,2.717383,2.697270,2.628571,2.730000
2019-01-31,BBVA,2.608322,4.102692,3.384357,2.802760,3.090000
2019-01-31,BCP,2.079568,3.063120,2.578089,2.297921,2.800000
2019-01-31,BIF,2.556840,4.276599,3.358373,2.916548,3.020000
2019-01-31,CENCOSUD,2.817294,9.366271,7.319294,4.967512,5.770000
2019-01-31,FALABELLA,1.536462,5.339979,3.685499,2.545640,2.950000
2019-01-31,GNB,1.916917,4.232966,2.963340,2.357105,2.790000
2019-01-31,INTERBANK,2.173499,3.698589,2.955088,2.499280,2.650000
2019-01-31,MIBANCO,2.782096,5.500883,4.483447,3.398369,5.300000
2019-01-31,PICHINCHA,2.770080,3.696837,3.295478,3.073682,3.580000
2019-01-31,RIPLEY,1.838077,5.301149,3.865904,2.814177,3.090000
2019-01-31,SANTANDER,0.582628,0.758397,0.629237,0.585111,0.640000
2019-01-31,SCOTIABANK,2.832441,3.570475,3.281034,3.080769,3.510000
2019-02-28,ALFIN,5.028281,16.852943,12.001686,7.608492,9.260000
2019-02-28,BANCOM,2.548894,2.812395,2.794320,2.776310,2.810000
2019-02-28,BBVA,2.732784,4.118702,3.396014,2.884849,3.220000
2019-02-28,BCP,1.967391,2.955617,2.483490,2.187606,2.760000
2019-02-28,BIF,2.577773,3.857792,3.216154,2.861784,2.980000
2019-02-28,CENCOSUD,2.244253,9.727598,6.608205,4.422541,5.340000
2019-02-28,FALABELLA,1.503452,5.330062,3.417052,2.339991,2.770000
2019-02-28,GNB,1.819782,4.305847,2.818563,2.119129,2.630000
2019-02-28,INTERBANK,2.092139,3.658904,2.901724,2.452993,2.580000
2019-02-28,MIBANCO,2.740220,5.517578,4.438115,3.457100,5.330000
2019-02-28,PICHINCHA,2.856034,3.880825,3.300920,3.122325,3.880000
2019-02-28,RIPLEY,1.808653,5.721930,4.005568,2.766272,3.090000
2019-02-28,SANTANDER,0.576658,0.622655,0.621742,0.621661,0.620000
2019-02-28,SCOTIABANK,2.800031,4.244088,3.478274,3.040763,3.510000
2019-03-31,ALFIN,4.949949,16.740938,11.947792,7.716465,9.320000
2019-03-31,BANCOM,2.392679,2.948772,2.616883,2.577119,3.210000
2019-03-31,BBVA,2.514951,3.902187,3.160873,2.675233,2.990000
